segment_id	segment_text
pli-tv-pvr1.1:3.16	Pañcannaṁ pātimokkhuddesānaṁ katthogadhaṁ kattha pariyāpannanti?
pli-tv-pvr1.1:3.17	Nidānogadhaṁ, nidānapariyāpannaṁ.
pli-tv-pvr1.1:3.18	Katamena uddesena uddesaṁ āgacchatīti?
pli-tv-pvr1.1:3.19	Dutiyena uddesena uddesaṁ āgacchati.
pli-tv-pvr1.1:3.20	Catunnaṁ vipattīnaṁ katamā vipattīti?
pli-tv-pvr1.1:3.21	Sīlavipatti.
pli-tv-pvr1.1:3.22	Sattannaṁ āpattikkhandhānaṁ katamo āpattikkhandhoti?
pli-tv-pvr1.1:3.23	Pārājikāpattikkhandho.
pli-tv-pvr1.1:3.24	Channaṁ āpattisamuṭṭhānānaṁ katihi samuṭṭhānehi samuṭṭhātīti?
pli-tv-pvr1.1:3.25	Ekena samuṭṭhānena samuṭṭhāti—
pli-tv-pvr1.1:3.26	kāyato ca cittato ca samuṭṭhāti, na vācato.
pli-tv-pvr1.1:3.27	Catunnaṁ adhikaraṇānaṁ katamaṁ adhikaraṇanti?
pli-tv-pvr1.1:3.28	Āpattādhikaraṇaṁ.
pli-tv-pvr1.1:3.29	Sattannaṁ samathānaṁ katihi samathehi sammatīti?
pli-tv-pvr1.1:3.30	Dvīhi samathehi sammati—
pli-tv-pvr1.1:3.31	sammukhāvinayena ca paṭiññātakaraṇena ca.
pli-tv-pvr1.1:3.32	Ko tattha vinayo, ko tattha abhivinayoti?
pli-tv-pvr1.1:3.33	Paññatti vinayo, vibhatti abhivinayo.
pli-tv-pvr1.1:3.34	Kiṁ tattha pātimokkhaṁ, kiṁ tattha adhipātimokkhanti?
pli-tv-pvr1.1:3.35	Paññatti pātimokkhaṁ, vibhatti adhipātimokkhaṁ.
pli-tv-pvr1.1:3.36	Kā vipattīti?
pli-tv-pvr1.1:3.37	Asaṁvaro vipatti.
pli-tv-pvr1.1:3.38	Kā sampattīti?
pli-tv-pvr1.1:3.39	Saṁvaro sampatti.
pli-tv-pvr1.1:3.40	Kā paṭipattīti?
pli-tv-pvr1.1:3.41	“Na evarūpaṁ karissāmī”ti yāvajīvaṁ āpāṇakoṭikaṁ samādāya sikkhati sikkhāpadesu.
pli-tv-pvr1.1:3.42	Kati atthavase paṭicca bhagavatā paṭhamaṁ pārājikaṁ paññattanti?
pli-tv-pvr1.1:3.43	Dasa atthavase paṭicca bhagavatā paṭhamaṁ pārājikaṁ paññattaṁ—
pli-tv-pvr1.1:3.44	saṅghasuṭṭhutāya, saṅghaphāsutāya, dummaṅkūnaṁ puggalānaṁ niggahāya, pesalānaṁ bhikkhūnaṁ phāsuvihārāya, diṭṭhadhammikānaṁ āsavānaṁ saṁvarāya, samparāyikānaṁ āsavānaṁ paṭighātāya, appasannānaṁ pasādāya, pasannānaṁ bhiyyobhāvāya, saddhammaṭṭhitiyā, vinayānuggahāya.
pli-tv-pvr1.1:3.45	Ke sikkhantīti?
pli-tv-pvr1.1:3.46	Sekkhā ca puthujjanakalyāṇakā ca sikkhanti.
pli-tv-pvr1.1:3.47	Ke sikkhitasikkhāti?
pli-tv-pvr1.1:3.48	Arahanto sikkhitasikkhā.
pli-tv-pvr1.1:3.49	Kattha ṭhitanti?
pli-tv-pvr1.1:3.50	Sikkhākāmesu ṭhitaṁ.
pli-tv-pvr1.1:3.51	Ke dhārentīti?
pli-tv-pvr1.1:3.52	Yesaṁ vattati te dhārenti.
pli-tv-pvr1.1:3.53	Kassa vacananti?
pli-tv-pvr1.1:3.54	Bhagavato vacanaṁ arahato sammāsambuddhassa.
pli-tv-pvr1.1:3.55	Kenābhatanti?
pli-tv-pvr1.1:3.56	Paramparābhataṁ—
pli-tv-pvr1.1:4.1	Upāli dāsako ceva,
pli-tv-pvr1.1:4.2	soṇako siggavo tathā;
pli-tv-pvr1.1:4.3	Moggaliputtena pañcamā,
pli-tv-pvr1.1:4.4	ete jambusirivhaye.
pli-tv-pvr1.1:5.1	Tato mahindo iṭṭiyo,
pli-tv-pvr1.1:5.2	uttiyo sambalo tathā;
pli-tv-pvr1.1:5.3	Bhaddanāmo ca paṇḍito.
pli-tv-pvr1.1:6.1	Ete nāgā mahāpaññā,
pli-tv-pvr1.1:6.2	jambudīpā idhāgatā;
pli-tv-pvr1.1:6.3	Vinayaṁ te vācayiṁsu,
pli-tv-pvr1.1:6.4	piṭakaṁ tambapaṇṇiyā.
pli-tv-pvr1.1:7.1	Nikāye pañca vācesuṁ,
pli-tv-pvr1.1:7.2	satta ceva pakaraṇe;
pli-tv-pvr1.1:7.3	Tato ariṭṭho medhāvī,
pli-tv-pvr1.1:7.4	tissadatto ca paṇḍito.
pli-tv-pvr1.1:8.1	Visārado kāḷasumano,
pli-tv-pvr1.1:8.2	thero ca dīghanāmako;
pli-tv-pvr1.1:8.3	Dīghasumano ca paṇḍito.
pli-tv-pvr1.1:9.1	Punadeva kāḷasumano,
pli-tv-pvr1.1:9.2	Nāgatthero ca buddharakkhito;
pli-tv-pvr1.1:9.3	Tissatthero ca medhāvī,
pli-tv-pvr1.1:9.4	Devatthero ca paṇḍito.
pli-tv-pvr1.1:10.1	Punadeva sumano medhāvī,
pli-tv-pvr1.1:10.2	Vinaye ca visārado;
pli-tv-pvr1.1:10.3	Bahussuto cūḷanāgo,
pli-tv-pvr1.1:10.4	Gajova duppadhaṁsiyo.
pli-tv-pvr1.1:11.1	Dhammapālitanāmo ca,
pli-tv-pvr1.1:11.2	rohaṇe sādhupūjito;
pli-tv-pvr1.1:11.3	Tassa sisso mahāpañño,
pli-tv-pvr1.1:11.4	khemanāmo tipeṭako.
pli-tv-pvr1.1:12.1	Dīpe tārakarājāva,
pli-tv-pvr1.1:12.2	paññāya atirocatha;
pli-tv-pvr1.1:12.3	Upatisso ca medhāvī,
pli-tv-pvr1.1:12.4	phussadevo mahākathī.
pli-tv-pvr1.1:13.1	Punadeva sumano medhāvī,
pli-tv-pvr1.1:13.2	Pupphanāmo bahussuto;
pli-tv-pvr1.1:13.3	Mahākathī mahāsivo,
pli-tv-pvr1.1:13.4	Piṭake sabbattha kovido.
pli-tv-pvr1.1:14.1	Punadeva upāli medhāvī,
pli-tv-pvr1.1:14.2	Vinaye ca visārado;
pli-tv-pvr1.1:14.3	Mahānāgo mahāpañño,
pli-tv-pvr1.1:14.4	Saddhammavaṁsakovido.
pli-tv-pvr1.1:15.1	Punadeva abhayo medhāvī,
pli-tv-pvr1.1:15.2	Piṭake sabbattha kovido;
pli-tv-pvr1.1:15.3	Tissatthero ca medhāvī,
pli-tv-pvr1.1:15.4	Vinaye ca visārado.
pli-tv-pvr1.1:16.1	Tassa sisso mahāpañño,
pli-tv-pvr1.1:16.2	pupphanāmo bahussuto;
pli-tv-pvr1.1:16.3	Sāsanaṁ anurakkhanto,
pli-tv-pvr1.1:16.4	jambudīpe patiṭṭhito.
pli-tv-pvr1.1:17.1	Cūḷābhayo ca medhāvī,
pli-tv-pvr1.1:17.2	vinaye ca visārado;
pli-tv-pvr1.1:17.3	Tissatthero ca medhāvī,
pli-tv-pvr1.1:17.4	saddhammavaṁsakovido.
pli-tv-pvr1.1:18.1	Cūḷadevo ca medhāvī,
pli-tv-pvr1.1:18.2	vinaye ca visārado;
pli-tv-pvr1.1:18.3	Sivatthero ca medhāvī,
pli-tv-pvr1.1:18.4	vinaye sabbattha kovido.
pli-tv-pvr1.1:19.1	Ete nāgā mahāpaññā,
pli-tv-pvr1.1:19.2	vinayaññū maggakovidā;
pli-tv-pvr1.1:19.3	Vinayaṁ dīpe pakāsesuṁ,
pli-tv-pvr1.1:19.4	piṭakaṁ tambapaṇṇiyāti.
pli-tv-pvr1.1:20.1	Yaṁ tena bhagavatā jānatā passatā arahatā sammāsambuddhena dutiyaṁ pārājikaṁ kattha paññattanti?
pli-tv-pvr1.1:20.2	Rājagahe paññattaṁ.
pli-tv-pvr1.1:20.3	Kaṁ ārabbhāti?
pli-tv-pvr1.1:20.4	Dhaniyaṁ kumbhakāraputtaṁ ārabbha.
pli-tv-pvr1.1:20.5	Kismiṁ vatthusminti?
pli-tv-pvr1.1:20.6	Dhaniyo kumbhakāraputto rañño dārūni adinnaṁ ādiyi, tasmiṁ vatthusmiṁ.
pli-tv-pvr1.1:20.7	Ekā paññatti, ekā anupaññatti.
pli-tv-pvr1.1:20.8	Channaṁ āpattisamuṭṭhānānaṁ katihi samuṭṭhānehi samuṭṭhātīti?
pli-tv-pvr1.1:20.9	Tīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr1.1:20.10	siyā kāyato ca cittato ca samuṭṭhāti, na vācato;
pli-tv-pvr1.1:20.11	siyā vācato ca cittato ca samuṭṭhāti, na kāyato;
pli-tv-pvr1.1:20.12	siyā kāyato ca vācato ca cittato ca samuṭṭhāti …pe….
pli-tv-pvr1.1:21.1	Tatiyaṁ pārājikaṁ kattha paññattanti?
pli-tv-pvr1.1:21.2	Vesāliyaṁ paññattaṁ.
pli-tv-pvr1.1:21.3	Kaṁ ārabbhāti?
pli-tv-pvr1.1:21.4	Sambahule bhikkhū ārabbha.
pli-tv-pvr1.1:21.5	Kismiṁ vatthusminti?
pli-tv-pvr1.1:21.6	Sambahulā bhikkhū aññamaññaṁ jīvitā voropesuṁ, tasmiṁ vatthusmiṁ.
pli-tv-pvr1.1:21.7	Ekā paññatti, ekā anupaññatti.
pli-tv-pvr1.1:21.8	Channaṁ āpattisamuṭṭhānānaṁ katihi samuṭṭhānehi samuṭṭhātīti?
pli-tv-pvr1.1:21.9	Tīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr1.1:21.10	siyā kāyato ca cittato ca samuṭṭhāti, na vācato;
pli-tv-pvr1.1:21.11	siyā vācato ca cittato ca samuṭṭhāti, na kāyato;
pli-tv-pvr1.1:21.12	siyā kāyato ca vācato ca cittato ca samuṭṭhāti …pe….
pli-tv-pvr1.1:22.1	Catutthaṁ pārājikaṁ kattha paññattanti?
pli-tv-pvr1.1:22.2	Vesāliyaṁ paññattaṁ.
pli-tv-pvr1.1:22.3	Kaṁ ārabbhāti?
pli-tv-pvr1.1:22.4	Vaggumudātīriye bhikkhū ārabbha.
pli-tv-pvr1.1:22.5	Kismiṁ vatthusminti?
pli-tv-pvr1.1:22.6	Vaggumudātīriyā bhikkhū gihīnaṁ aññamaññassa uttarimanussadhammassa vaṇṇaṁ bhāsiṁsu, tasmiṁ vatthusmiṁ.
pli-tv-pvr1.1:22.7	Ekā paññatti, ekā anupaññatti.
pli-tv-pvr1.1:22.8	Channaṁ āpattisamuṭṭhānānaṁ katihi samuṭṭhānehi samuṭṭhātīti?
pli-tv-pvr1.1:22.9	Tīhi samuṭṭhānehi samuṭṭhāti—
pli-tv-pvr1.1:22.10	siyā kāyato ca cittato ca samuṭṭhāti, na vācato;
pli-tv-pvr1.1:22.11	siyā vācato ca cittato ca samuṭṭhāti, na kāyato;
pli-tv-pvr1.1:22.12	siyā kāyato ca vācato ca cittato ca samuṭṭhāti …pe….
pli-tv-pvr1.1:23.1	Cattāro pārājikā niṭṭhitā.
pli-tv-pvr1.1:24.1	Tassuddānaṁ
pli-tv-pvr1.1:25.1	Methunādinnādānañca,
pli-tv-pvr1.1:25.2	manussaviggahuttari;
pli-tv-pvr1.1:25.3	Pārājikāni cattāri,
pli-tv-pvr1.1:25.4	chejjavatthū asaṁsayāti.
pli-tv-pvr1.1:26.0	2. Saṅghādisesakaṇḍa
pli-tv-pvr1.1:26.1	Yaṁ tena bhagavatā jānatā passatā arahatā sammāsambuddhena upakkamitvā asuciṁ mocentassa saṅghādiseso kattha paññatto?
pli-tv-pvr1.1:26.2	Kaṁ ārabbha?
pli-tv-pvr1.1:26.3	Kismiṁ vatthusmiṁ?
pli-tv-pvr1.1:26.4	Atthi tattha paññatti, anupaññatti, anuppannapaññatti?
pli-tv-pvr1.1:26.5	Sabbatthapaññatti, padesapaññatti?
pli-tv-pvr1.1:26.6	Sādhāraṇapaññatti, asādhāraṇapaññatti?
pli-tv-pvr1.1:26.7	Ekatopaññatti, ubhatopaññatti?
pli-tv-pvr1.1:26.8	Pañcannaṁ pātimokkhuddesānaṁ katthogadhaṁ kattha pariyāpannaṁ?
pli-tv-pvr1.1:26.9	Katamena uddesena uddesaṁ āgacchati?
pli-tv-pvr1.1:26.10	Catunnaṁ vipattīnaṁ katamā vipatti?
pli-tv-pvr1.1:26.11	Sattannaṁ āpattikkhandhānaṁ katamo āpattikkhandho?
pli-tv-pvr1.1:26.12	Channaṁ āpattisamuṭṭhānānaṁ katihi samuṭṭhānehi samuṭṭhāti?
pli-tv-pvr1.1:26.13	Catunnaṁ adhikaraṇānaṁ katamaṁ adhikaraṇaṁ?
pli-tv-pvr1.1:26.14	Sattannaṁ samathānaṁ katihi samathehi sammati?
pli-tv-pvr1.1:26.15	Ko tattha vinayo, ko tattha abhivinayo?
pli-tv-pvr1.1:26.16	Kiṁ tattha pātimokkhaṁ, kiṁ tattha adhipātimokkhaṁ?
pli-tv-pvr1.1:26.17	Kā vipatti, kā sampatti, kā paṭipatti?
pli-tv-pvr1.1:26.18	Kati atthavase paṭicca bhagavatā upakkamitvā asuciṁ mocentassa saṅghādiseso paññatto?
pli-tv-pvr1.1:26.19	Ke sikkhanti, ke sikkhitasikkhā?
pli-tv-pvr1.1:26.20	Kattha ṭhitaṁ?
pli-tv-pvr1.1:26.21	Ke dhārenti?
pli-tv-pvr1.1:26.22	Kassa vacanaṁ?
pli-tv-pvr1.1:26.23	Kenābhatanti?
pli-tv-pvr1.1:27.1	Yaṁ tena bhagavatā jānatā passatā arahatā sammāsambuddhena upakkamitvā asuciṁ mocentassa saṅghādiseso kattha paññattoti?
pli-tv-pvr1.1:27.2	Sāvatthiyaṁ paññatto.
pli-tv-pvr1.1:27.3	Kaṁ ārabbhāti?
pli-tv-pvr1.1:27.4	Āyasmantaṁ seyyasakaṁ ārabbha.
pli-tv-pvr1.1:27.5	Kismiṁ vatthusminti?
pli-tv-pvr1.1:27.6	Āyasmā seyyasako hatthena upakkamitvā asuciṁ mocesi, tasmiṁ vatthusmiṁ.
pli-tv-pvr1.1:27.7	Atthi tattha paññatti, anupaññatti, anuppannapaññattīti?
pli-tv-pvr1.1:27.8	Ekā paññatti, ekā anupaññatti.
pli-tv-pvr1.1:27.9	Anuppannapaññatti tasmiṁ natthi.
pli-tv-pvr1.1:27.10	Sabbattha paññatti, padesapaññattīti?
pli-tv-pvr1.1:27.11	Sabbatthapaññatti.
pli-tv-pvr1.1:27.12	Sādhāraṇapaññatti, asādhāraṇapaññattīti?
pli-tv-pvr1.1:27.13	Asādhāraṇapaññatti.
pli-tv-pvr1.1:27.14	Ekatopaññatti, ubhatopaññattīti?
pli-tv-pvr1.1:27.15	Ekatopaññatti.
pli-tv-pvr1.1:27.16	Pañcannaṁ pātimokkhuddesānaṁ katthogadhaṁ kattha pariyāpannanti?
pli-tv-pvr1.1:27.17	Nidānogadhaṁ nidānapariyāpannaṁ.
pli-tv-pvr1.1:27.18	Katamena uddesena uddesaṁ āgacchatīti?
pli-tv-pvr1.1:27.19	Tatiyena uddesena uddesaṁ āgacchati.
pli-tv-pvr1.1:27.20	Catunnaṁ vipattīnaṁ katamā vipattīti?
pli-tv-pvr1.1:27.21	Sīlavipatti.
pli-tv-pvr1.1:27.22	Sattannaṁ āpattikkhandhānaṁ katamo āpattikkhandhoti?
pli-tv-pvr1.1:27.23	Saṅghādiseso āpattikkhandho.
pli-tv-pvr1.1:27.24	Channaṁ āpattisamuṭṭhānānaṁ katihi samuṭṭhānehi samuṭṭhātīti?
pli-tv-pvr1.1:27.25	Ekena samuṭṭhānena samuṭṭhāti—
pli-tv-pvr1.1:27.26	kāyato ca cittato ca samuṭṭhāti, na vācato.
pli-tv-pvr1.1:27.27	Catunnaṁ adhikaraṇānaṁ katamaṁ adhikaraṇanti?
pli-tv-pvr1.1:27.28	Āpattādhikaraṇaṁ.
pli-tv-pvr1.1:27.29	Sattannaṁ samathānaṁ katihi samathehi sammatīti?
pli-tv-pvr1.1:27.30	Dvīhi samathehi sammati—
pli-tv-pvr1.1:27.31	sammukhāvinayena ca paṭiññātakaraṇena ca.
pli-tv-pvr1.1:27.32	Ko tattha vinayo, ko tattha abhivinayoti?
pli-tv-pvr1.1:27.33	Paññatti vinayo, vibhatti abhivinayo.
pli-tv-pvr1.1:27.34	Kiṁ tattha pātimokkhaṁ, kiṁ tattha adhipātimokkhanti?
pli-tv-pvr1.1:27.35	Paññatti pātimokkhaṁ, vibhatti adhipātimokkhaṁ.
pli-tv-pvr1.1:27.36	Kā vipattīti?
pli-tv-pvr1.1:27.37	Asaṁvaro vipatti.
pli-tv-pvr1.1:27.38	Kā sampattīti?
pli-tv-pvr1.1:27.39	Saṁvaro sampatti.
pli-tv-pvr1.1:27.40	Kā paṭipattīti?
pli-tv-pvr1.1:27.41	Na evarūpaṁ karissāmīti yāvajīvaṁ āpāṇakoṭikaṁ samādāya sikkhati sikkhāpadesu.
pli-tv-pvr1.1:27.42	Kati atthavase paṭicca bhagavatā upakkamitvā asuciṁ mocentassa saṅghādiseso paññattoti?
pli-tv-pvr1.1:27.43	Dasa atthavase paṭicca bhagavatā upakkamitvā asuciṁ mocentassa saṅghādiseso paññatto—
pli-tv-pvr1.1:27.44	saṅghasuṭṭhutāya, saṅghaphāsutāya, dummaṅkūnaṁ puggalānaṁ niggahāya, pesalānaṁ bhikkhūnaṁ phāsuvihārāya, diṭṭhadhammikānaṁ āsavānaṁ saṁvarāya, samparāyikānaṁ āsavānaṁ paṭighātāya, appasannānaṁ pasādāya, pasannānaṁ bhiyyobhāvāya, saddhammaṭṭhitiyā, vinayānuggahāya.
pli-tv-pvr1.1:27.45	Ke sikkhantīti?
pli-tv-pvr1.1:27.46	Sekkhā ca puthujjanakalyāṇakā ca sikkhanti.
pli-tv-pvr1.1:27.47	Ke sikkhitasikkhāti?
pli-tv-pvr1.1:27.48	Arahanto sikkhitasikkhā.
pli-tv-pvr1.1:27.49	Kattha ṭhitanti?
pli-tv-pvr1.1:27.50	Sikkhākāmesu ṭhitaṁ.
pli-tv-pvr1.1:27.51	Ke dhārentīti?
pli-tv-pvr1.1:27.52	Yesaṁ vattati, te dhārenti.
pli-tv-pvr1.1:27.53	Kassa vacananti?
pli-tv-pvr1.1:27.54	Bhagavato vacanaṁ arahato sammāsambuddhassa.
pli-tv-pvr1.1:27.55	Kenābhatanti?
pli-tv-pvr1.1:27.56	Paramparābhataṁ—
pli-tv-pvr1.1:28.1	Upāli dāsako ceva,
pli-tv-pvr1.1:28.2	soṇako siggavo tathā;
pli-tv-pvr1.1:28.3	Moggaliputtena pañcamā,
pli-tv-pvr1.1:28.4	ete jambusirivhaye.
pli-tv-pvr1.1:29.1	Tato mahindo iṭṭiyo,
pli-tv-pvr1.1:29.2	uttiyo sambalo tathā;
pli-tv-pvr1.1:29.3	Bhaddanāmo ca paṇḍito.
pli-tv-pvr1.1:30.1	Ete nāgā mahāpaññā,
pli-tv-pvr1.1:30.2	jambudīpā idhāgatā;
pli-tv-pvr1.1:30.3	Vinayaṁ te vācayiṁsu,
pli-tv-pvr1.1:30.4	piṭakaṁ tambapaṇṇiyā.
pli-tv-pvr1.1:31.1	Nikāye pañca vācesuṁ,
pli-tv-pvr1.1:31.2	satta ceva pakaraṇe;
pli-tv-pvr1.1:31.3	Tato ariṭṭho medhāvī,
pli-tv-pvr1.1:31.4	tissadatto ca paṇḍito.
pli-tv-pvr1.1:32.1	Visārado kāḷasumano,
pli-tv-pvr1.1:32.2	thero ca dīghanāmako;
pli-tv-pvr1.1:32.3	Dīghasumano ca paṇḍito.
pli-tv-pvr1.1:33.1	Punadeva kāḷasumano,
pli-tv-pvr1.1:33.2	Nāgatthero ca buddharakkhito;
pli-tv-pvr1.1:33.3	Tissatthero ca medhāvī,
pli-tv-pvr1.1:33.4	Devatthero ca paṇḍito.
pli-tv-pvr1.1:34.1	Punadeva sumano medhāvī,
pli-tv-pvr1.1:34.2	Vinaye ca visārado;
pli-tv-pvr1.1:34.3	Bahussuto cūḷanāgo,
pli-tv-pvr1.1:34.4	Gajova duppadhaṁsiyo.
pli-tv-pvr1.1:35.1	Dhammapālitanāmo ca,
pli-tv-pvr1.1:35.2	rohaṇe sādhupūjito;
pli-tv-pvr1.1:35.3	Tassa sisso mahāpañño,
pli-tv-pvr1.1:35.4	khemanāmo tipeṭako.
pli-tv-pvr1.1:36.1	Dīpe tārakarājāva,
pli-tv-pvr1.1:36.2	paññāya atirocatha;
pli-tv-pvr1.1:36.3	Upatisso ca medhāvī,
pli-tv-pvr1.1:36.4	phussadevo mahākathī.
pli-tv-pvr1.1:37.1	Punadeva sumano medhāvī,
pli-tv-pvr1.1:37.2	Pupphanāmo bahussuto;
pli-tv-pvr1.1:37.3	Mahākathī mahāsivo,
pli-tv-pvr1.1:37.4	Piṭake sabbattha kovido.
pli-tv-pvr1.1:38.1	Punadeva upāli medhāvī,
pli-tv-pvr1.1:38.2	Vinaye ca visārado;
pli-tv-pvr1.1:38.3	Mahānāgo mahāpañño,
pli-tv-pvr1.1:38.4	Saddhammavaṁsakovido.
pli-tv-pvr1.1:39.1	Punadeva abhayo medhāvī,
pli-tv-pvr1.1:39.2	Piṭake sabbattha kovido;
pli-tv-pvr1.1:39.3	Tissatthero ca medhāvī,
pli-tv-pvr1.1:39.4	Vinaye ca visārado.
pli-tv-pvr1.1:40.1	Tassa sisso mahāpañño,
pli-tv-pvr1.1:40.2	pupphanāmo bahussuto;
pli-tv-pvr1.1:40.3	Sāsanaṁ anurakkhanto,
pli-tv-pvr1.1:40.4	jambudīpe patiṭṭhito.
pli-tv-pvr1.1:41.1	Cūḷābhayo ca medhāvī,
pli-tv-pvr1.1:41.2	vinaye ca visārado;
pli-tv-pvr1.1:41.3	Tissatthero ca medhāvī,
pli-tv-pvr1.1:41.4	saddhammavaṁsakovido.
pli-tv-pvr1.1:42.1	Cūḷadevo ca medhāvī,
pli-tv-pvr1.1:42.2	vinaye ca visārado;
pli-tv-pvr1.1:42.3	Sivatthero ca medhāvī,
pli-tv-pvr1.1:42.4	vinaye sabbattha kovido.
pli-tv-pvr1.1:43.1	Ete nāgā mahāpaññā,
pli-tv-pvr1.1:43.2	vinayaññū maggakovidā;
pli-tv-pvr1.1:43.3	Vinayaṁ dīpe pakāsesuṁ,
pli-tv-pvr1.1:43.4	piṭakaṁ tambapaṇṇiyāti.
pli-tv-pvr1.1:44.1	Yaṁ tena bhagavatā jānatā passatā arahatā sammāsambuddhena mātugāmena saddhiṁ kāyasaṁsaggaṁ samāpajjantassa saṅghādiseso kattha paññattoti?
pli-tv-pvr1.1:44.2	Sāvatthiyaṁ paññatto.
pli-tv-pvr1.1:44.3	Kaṁ ārabbhāti?
pli-tv-pvr1.1:44.4	Āyasmantaṁ udāyiṁ ārabbha.
pli-tv-pvr1.1:44.5	Kismiṁ vatthusminti?
pli-tv-pvr1.1:44.6	Āyasmā udāyī mātugāmena saddhiṁ kāyasaṁsaggaṁ samāpajji, tasmiṁ vatthusmiṁ.
pli-tv-pvr1.1:44.7	Ekā paññatti.
pli-tv-pvr1.1:44.8	Channaṁ āpattisamuṭṭhānānaṁ ekena samuṭṭhānena samuṭṭhāti—
pli-tv-pvr1.1:44.9	kāyato ca cittato ca samuṭṭhāti, na vācato …pe….
pli-tv-pvr1.1:45.1	Mātugāmaṁ duṭṭhullāhi vācāhi obhāsantassa saṅghādiseso kattha paññattoti?
pli-tv-pvr1.1:45.2	Sāvatthiyaṁ paññatto.
pli-tv-pvr1.1:45.3	Kaṁ ārabbhāti?
pli-tv-pvr1.1:45.4	Āyasmantaṁ udāyiṁ ārabbha.
pli-tv-pvr1.1:45.5	Kismiṁ vatthusminti?
pli-tv-pvr1.1:45.6	Āyasmā udāyī mātugāmaṁ duṭṭhullāhi vācāhi obhāsi, tasmiṁ vatthusmiṁ.
pli-tv-pvr1.1:45.7	Ekā paññatti.
