segment_id	segment_text
pli-tv-bi-vb-np1:1.4	“kathañhi nāma bhikkhuniyo bahū patte sannicayaṁ karissanti, pattavāṇijjaṁ vā bhikkhuniyo karissanti, āmattikāpaṇaṁ vā pasāressantī”ti.
pli-tv-bi-vb-np1:1.5	Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.
pli-tv-bi-vb-np1:1.6	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—
pli-tv-bi-vb-np1:1.7	“kathañhi nāma chabbaggiyā bhikkhuniyo pattasannicayaṁ karissantī”ti …pe…
pli-tv-bi-vb-np1:1.8	“saccaṁ kira, bhikkhave, chabbaggiyā bhikkhuniyo pattasannicayaṁ karontī”ti?
pli-tv-bi-vb-np1:1.9	“Saccaṁ, bhagavā”ti.
pli-tv-bi-vb-np1:1.10	Vigarahi buddho bhagavā …pe…
pli-tv-bi-vb-np1:1.11	kathañhi nāma, bhikkhave, chabbaggiyā bhikkhuniyo pattasannicayaṁ karissanti.
pli-tv-bi-vb-np1:1.12	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…
pli-tv-bi-vb-np1:1.13	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—
pli-tv-bi-vb-np1:1.14.1	“Yā pana bhikkhunī pattasannicayaṁ kareyya, nissaggiyaṁ pācittiyan”ti.
pli-tv-bi-vb-np1:2.1.1	Yā panāti
pli-tv-bi-vb-np1:2.1.2	yā yādisā …pe…
pli-tv-bi-vb-np1:2.1.3	bhikkhunīti
pli-tv-bi-vb-np1:2.1.4	…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.
pli-tv-bi-vb-np1:2.1.5	Patto nāma
pli-tv-bi-vb-np1:2.1.6	dve pattā— ayopatto, mattikāpatto.
pli-tv-bi-vb-np1:2.1.7	Tayo pattassa vaṇṇā— ukkaṭṭho patto, majjhimo patto, omako patto.
pli-tv-bi-vb-np1:2.1.8	Ukkaṭṭho nāma patto
pli-tv-bi-vb-np1:2.1.9	aḍḍhāḷhakodanaṁ gaṇhāti catubhāgaṁ khādanaṁ tadupiyaṁ byañjanaṁ.
pli-tv-bi-vb-np1:2.1.10	Majjhimo nāma patto
pli-tv-bi-vb-np1:2.1.11	nāḷikodanaṁ gaṇhāti catubhāgaṁ khādanaṁ tadupiyaṁ byañjanaṁ.
pli-tv-bi-vb-np1:2.1.12	Omako nāma patto
pli-tv-bi-vb-np1:2.1.13	patthodanaṁ gaṇhāti catubhāgaṁ khādanaṁ tadupiyaṁ byañjanaṁ.
pli-tv-bi-vb-np1:2.1.14	Tato ukkaṭṭho apatto omako apatto.
pli-tv-bi-vb-np1:2.1.15	Sannicayaṁ kareyyāti
pli-tv-bi-vb-np1:2.1.16	anadhiṭṭhito avikappito.
pli-tv-bi-vb-np1:2.1.17	Nissaggiyo hotīti
pli-tv-bi-vb-np1:2.1.18	saha aruṇuggamanā nissaggiyo hoti.
pli-tv-bi-vb-np1:2.1.19	Nissajjitabbo saṅghassa vā gaṇassa vā ekabhikkhuniyā vā.
pli-tv-bi-vb-np1:2.1.20	Evañca pana, bhikkhave, nissajjitabbo.
pli-tv-bi-vb-np1:2.1.21	Tāya bhikkhuniyā saṅghaṁ upasaṅkamitvā ekaṁsaṁ uttarāsaṅgaṁ karitvā vuḍḍhānaṁ bhikkhunīnaṁ pāde vanditvā ukkuṭikaṁ nisīditvā añjaliṁ paggahetvā evamassa vacanīyo—
pli-tv-bi-vb-np1:2.1.22	“ayaṁ me, ayye, patto rattātikkanto nissaggiyo, imāhaṁ saṅghassa nissajjāmī”ti.
pli-tv-bi-vb-np1:2.1.23	Nissajjitvā āpatti desetabbā.
pli-tv-bi-vb-np1:2.1.24	Byattāya bhikkhuniyā paṭibalāya āpatti paṭiggahetabbā.
pli-tv-bi-vb-np1:2.1.25	Nissaṭṭhapatto dātabbo—
pli-tv-bi-vb-np1:2.1.26	“Suṇātu me, ayye, saṅgho.
pli-tv-bi-vb-np1:2.1.27	Ayaṁ patto itthannāmāya bhikkhuniyā nissaggiyo saṅghassa nissaṭṭho.
pli-tv-bi-vb-np1:2.1.28	Yadi saṅghassa pattakallaṁ, saṅgho imaṁ pattaṁ itthannāmāya bhikkhuniyā dadeyyā”ti.
pli-tv-bi-vb-np1:2.1.29	Tāya bhikkhuniyā sambahulā bhikkhuniyo upasaṅkamitvā ekaṁsaṁ uttarāsaṅgaṁ karitvā vuḍḍhānaṁ bhikkhunīnaṁ pāde vanditvā ukkuṭikaṁ nisīditvā añjaliṁ paggahetvā evamassu vacanīyā—
pli-tv-bi-vb-np1:2.1.30	“ayaṁ me, ayyāyo, patto rattātikkanto nissaggiyo, imāhaṁ ayyānaṁ nissajjāmī”ti.
pli-tv-bi-vb-np1:2.1.31	Nissajjitvā āpatti desetabbā.
pli-tv-bi-vb-np1:2.1.32	Byattāya bhikkhuniyā paṭibalāya āpatti paṭiggahetabbā.
pli-tv-bi-vb-np1:2.1.33	Nissaṭṭhapatto dātabbo—
pli-tv-bi-vb-np1:2.1.34	“Suṇantu me, ayyāyo.
pli-tv-bi-vb-np1:2.1.35	Ayaṁ patto itthannāmāya bhikkhuniyā nissaggiyo ayyānaṁ nissaṭṭho.
pli-tv-bi-vb-np1:2.1.36	Yadi ayyānaṁ pattakallaṁ, ayyāyo, imaṁ pattaṁ itthannāmāya bhikkhuniyā dadeyyun”ti.
pli-tv-bi-vb-np1:2.1.37	Tāya bhikkhuniyā ekaṁ bhikkhuniṁ upasaṅkamitvā ekaṁsaṁ uttarāsaṅgaṁ karitvā ukkuṭikaṁ nisīditvā añjaliṁ paggahetvā evamassa vacanīyā—
pli-tv-bi-vb-np1:2.1.38	“ayaṁ me, ayye, patto rattātikkanto nissaggiyo.
pli-tv-bi-vb-np1:2.1.39	Imāhaṁ ayyāya nissajjāmī”ti.
pli-tv-bi-vb-np1:2.1.40	Nissajjitvā āpatti desetabbā.
pli-tv-bi-vb-np1:2.1.41	Tāya bhikkhuniyā āpatti paṭiggahetabbā.
pli-tv-bi-vb-np1:2.1.42	Nissaṭṭhapatto dātabbo—
pli-tv-bi-vb-np1:2.1.43	“imaṁ pattaṁ ayyāya dammī”ti.
pli-tv-bi-vb-np1:2.2.1	Rattātikkante atikkantasaññā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np1:2.2.2	Rattātikkante vematikā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np1:2.2.3	Rattātikkante anatikkantasaññā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np1:2.2.4	Anadhiṭṭhite adhiṭṭhitasaññā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np1:2.2.5	Avikappite vikappitasaññā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np1:2.2.6	Avissajjite vissajjitasaññā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np1:2.2.7	Anaṭṭhe naṭṭhasaññā …
pli-tv-bi-vb-np1:2.2.8	avinaṭṭhe vinaṭṭhasaññā …
pli-tv-bi-vb-np1:2.2.9	abhinne bhinnasaññā …
pli-tv-bi-vb-np1:2.2.10	avilutte viluttasaññā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np1:2.2.11	Nissaggiyaṁ pattaṁ anissajjitvā paribhuñjati, āpatti dukkaṭassa.
pli-tv-bi-vb-np1:2.2.12	Rattānatikkante atikkantasaññā, āpatti dukkaṭassa.
pli-tv-bi-vb-np1:2.2.13	Rattānatikkante vematikā, āpatti dukkaṭassa.
pli-tv-bi-vb-np1:2.2.14	Rattānatikkante anatikkantasaññā anāpatti.
pli-tv-bi-vb-np1:2.3.1	Anāpatti—
pli-tv-bi-vb-np1:2.3.2	antoaruṇe adhiṭṭheti, vikappeti, vissajjeti, nassati, vinassati, bhijjati, acchinditvā gaṇhanti, vissāsaṁ gaṇhanti,
pli-tv-bi-vb-np1:2.3.3	ummattikāya,
pli-tv-bi-vb-np1:2.3.4	ādikammikāyāti.
pli-tv-bi-vb-np1:3.1	Tena kho pana samayena chabbaggiyā bhikkhuniyo nissaṭṭhapattaṁ na denti.
pli-tv-bi-vb-np1:3.2	Bhagavato etamatthaṁ ārocesuṁ.
pli-tv-bi-vb-np1:3.3	“Na, bhikkhave, nissaṭṭhapatto na dātabbo.
pli-tv-bi-vb-np1:3.4	Yā na dadeyya, āpatti dukkaṭassā”ti.
pli-tv-bi-vb-np1:3.5	Paṭhamasikkhāpadaṁ niṭṭhitaṁ.
pli-tv-bi-vb-np2:0.1	Theravāda Vinaya
pli-tv-bi-vb-np2:0.2	Bhikkhunivibhaṅga
pli-tv-bi-vb-np2:0.3	Nissaggiyakaṇḍa
pli-tv-bi-vb-np2:0.4	Pattavagga
pli-tv-bi-vb-np2:0.5	2. Akālacīvarabhājanasikkhāpada
pli-tv-bi-vb-np2:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.
pli-tv-bi-vb-np2:1.2	Tena kho pana samayena sambahulā bhikkhuniyo gāmakāvāse vassaṁvuṭṭhā sāvatthiṁ agamaṁsu vattasampannā iriyāpathasampannā duccoḷā lūkhacīvarā.
pli-tv-bi-vb-np2:1.3	Upāsakā tā bhikkhuniyo passitvā—
pli-tv-bi-vb-np2:1.4	“imā bhikkhuniyo vattasampannā iriyāpathasampannā duccoḷā lūkhacīvarā, imā bhikkhuniyo acchinnā bhavissantī”ti bhikkhunisaṅghassa akālacīvaraṁ adaṁsu.
pli-tv-bi-vb-np2:1.5	Thullanandā bhikkhunī—
pli-tv-bi-vb-np2:1.6	“amhākaṁ kathinaṁ atthataṁ kālacīvaran”ti adhiṭṭhahitvā bhājāpesi.
pli-tv-bi-vb-np2:1.7	Upāsakā tā bhikkhuniyo passitvā etadavocuṁ—
pli-tv-bi-vb-np2:1.8	“apayyāhi cīvaraṁ laddhan”ti?
pli-tv-bi-vb-np2:1.9	“Na mayaṁ, āvuso, cīvaraṁ labhāma.
pli-tv-bi-vb-np2:1.10	Ayyā thullanandā—
pli-tv-bi-vb-np2:1.11	‘amhākaṁ kathinaṁ atthataṁ kālacīvaran’ti adhiṭṭhahitvā bhājāpesī”ti.
pli-tv-bi-vb-np2:1.12	Upāsakā ujjhāyanti khiyyanti vipācenti—
pli-tv-bi-vb-np2:1.13	“kathañhi nāma ayyā thullanandā akālacīvaraṁ ‘kālacīvaran’ti adhiṭṭhahitvā bhājāpessatī”ti.
pli-tv-bi-vb-np2:1.14	Assosuṁ kho bhikkhuniyo tesaṁ upāsakānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.
pli-tv-bi-vb-np2:1.15	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—
pli-tv-bi-vb-np2:1.16	“kathañhi nāma ayyā thullanandā akālacīvaraṁ ‘kālacīvaran’ti adhiṭṭhahitvā bhājāpessatī”ti.
pli-tv-bi-vb-np2:1.17	Atha kho tā bhikkhuniyo bhikkhūnaṁ etamatthaṁ ārocesuṁ.
pli-tv-bi-vb-np2:1.18	Bhikkhū bhagavato etamatthaṁ ārocesuṁ …pe…
pli-tv-bi-vb-np2:1.19	“saccaṁ kira, bhikkhave, thullanandā bhikkhunī akālacīvaraṁ ‘kālacīvaran’ti adhiṭṭhahitvā bhājāpetī”ti?
pli-tv-bi-vb-np2:1.20	“Saccaṁ, bhagavā”ti.
pli-tv-bi-vb-np2:1.21	Vigarahi buddho bhagavā …pe…
pli-tv-bi-vb-np2:1.22	kathañhi nāma, bhikkhave, thullanandā bhikkhunī akālacīvaraṁ “kālacīvaran”ti adhiṭṭhahitvā bhājāpessati.
pli-tv-bi-vb-np2:1.23	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…
pli-tv-bi-vb-np2:1.24	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—
pli-tv-bi-vb-np2:1.25.1	“Yā pana bhikkhunī akālacīvaraṁ ‘kālacīvaran’ti adhiṭṭhahitvā bhājāpeyya, nissaggiyaṁ pācittiyan”ti.
pli-tv-bi-vb-np2:2.1.1	Yā panāti
pli-tv-bi-vb-np2:2.1.2	yā yādisā …pe…
pli-tv-bi-vb-np2:2.1.3	bhikkhunīti
pli-tv-bi-vb-np2:2.1.4	…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.
pli-tv-bi-vb-np2:2.1.5	Akālacīvaraṁ nāma
pli-tv-bi-vb-np2:2.1.6	anatthate kathine ekādasamāse uppannaṁ, atthate kathine sattamāse uppannaṁ, kālepi ādissa dinnaṁ, etaṁ akālacīvaraṁ nāma.
pli-tv-bi-vb-np2:2.1.7	Akālacīvaraṁ “kālacīvaran”ti adhiṭṭhahitvā bhājāpeti, payoge dukkaṭaṁ.
pli-tv-bi-vb-np2:2.1.8	Paṭilābhena nissaggiyaṁ hoti.
pli-tv-bi-vb-np2:2.1.9	Nissajjitabbaṁ saṅghassa vā gaṇassa vā ekabhikkhuniyā vā.
pli-tv-bi-vb-np2:2.1.10	Evañca pana, bhikkhave, nissajjitabbaṁ.
pli-tv-bi-vb-np2:2.1.11	…pe…
pli-tv-bi-vb-np2:2.1.12	“idaṁ me, ayye, akālacīvaraṁ ‘kālacīvaran’ti adhiṭṭhahitvā bhājāpitaṁ nissaggiyaṁ, imāhaṁ saṅghassa nissajjāmī”ti …pe…
pli-tv-bi-vb-np2:2.1.13	dadeyyā”ti …pe…
pli-tv-bi-vb-np2:2.1.14	dadeyyun”ti …pe…
pli-tv-bi-vb-np2:2.1.15	ayyāya dammī”ti.
pli-tv-bi-vb-np2:2.2.1	Akālacīvare akālacīvarasaññā “kālacīvaran”ti adhiṭṭhahitvā bhājāpeti, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np2:2.2.2	Akālacīvare vematikā “kālacīvaran”ti adhiṭṭhahitvā bhājāpeti, āpatti dukkaṭassa.
pli-tv-bi-vb-np2:2.2.3	Akālacīvare kālacīvarasaññā “kālacīvaran”ti adhiṭṭhahitvā bhājāpeti, anāpatti.
pli-tv-bi-vb-np2:2.2.4	Kālacīvare akālacīvarasaññā, āpatti dukkaṭassa.
pli-tv-bi-vb-np2:2.2.5	Kālacīvare vematikā, āpatti dukkaṭassa.
pli-tv-bi-vb-np2:2.2.6	Kālacīvare kālacīvarasaññā, anāpatti.
pli-tv-bi-vb-np2:2.3.1	Anāpatti—
pli-tv-bi-vb-np2:2.3.2	akālacīvaraṁ kālacīvarasaññā bhājāpeti,
pli-tv-bi-vb-np2:2.3.3	kālacīvaraṁ kālacīvarasaññā bhājāpeti,
pli-tv-bi-vb-np2:2.3.4	ummattikāya,
pli-tv-bi-vb-np2:2.3.5	ādikammikāyāti.
pli-tv-bi-vb-np2:2.3.6	Dutiyasikkhāpadaṁ niṭṭhitaṁ.
pli-tv-bi-vb-np3:0.1	Theravāda Vinaya
pli-tv-bi-vb-np3:0.2	Bhikkhunivibhaṅga
pli-tv-bi-vb-np3:0.3	Nissaggiyakaṇḍa
pli-tv-bi-vb-np3:0.4	Pattavagga
pli-tv-bi-vb-np3:0.5	3. Cīvaraparivattanasikkhāpada
pli-tv-bi-vb-np3:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.
pli-tv-bi-vb-np3:1.2	Tena kho pana samayena thullanandā bhikkhunī aññatarāya bhikkhuniyā saddhiṁ cīvaraṁ parivattetvā paribhuñji.
pli-tv-bi-vb-np3:1.3	Atha kho sā bhikkhunī taṁ cīvaraṁ saṅgharitvā nikkhipi.
pli-tv-bi-vb-np3:1.4	Thullanandā bhikkhunī taṁ bhikkhuniṁ etadavoca—
pli-tv-bi-vb-np3:1.5	“yaṁ te, ayye, mayā saddhiṁ cīvaraṁ parivattitaṁ, kahaṁ taṁ cīvaran”ti?
pli-tv-bi-vb-np3:1.6	Atha kho sā bhikkhunī taṁ cīvaraṁ nīharitvā thullanandāya bhikkhuniyā dassesi.
pli-tv-bi-vb-np3:1.7	Thullanandā bhikkhunī taṁ bhikkhuniṁ etadavoca—
pli-tv-bi-vb-np3:1.8	“handāyye, tuyhaṁ cīvaraṁ, āhara metaṁ cīvaraṁ, yaṁ tuyhaṁ tuyhamevetaṁ, yaṁ mayhaṁ mayhamevetaṁ, āhara metaṁ, sakaṁ paccāharā”ti acchindi.
pli-tv-bi-vb-np3:1.9	Atha kho sā bhikkhunī bhikkhunīnaṁ etamatthaṁ ārocesi.
pli-tv-bi-vb-np3:1.10	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—
pli-tv-bi-vb-np3:1.11	“kathañhi nāma ayyā thullanandā bhikkhuniyā saddhiṁ cīvaraṁ parivattetvā acchindissatī”ti.
pli-tv-bi-vb-np3:1.12	Atha kho tā bhikkhuniyo bhikkhūnaṁ etamatthaṁ ārocesuṁ.
pli-tv-bi-vb-np3:1.13	Bhikkhū bhagavato etamatthaṁ ārocesuṁ …pe…
pli-tv-bi-vb-np3:1.14	“saccaṁ kira, bhikkhave, thullanandā bhikkhunī bhikkhuniyā saddhiṁ cīvaraṁ parivattetvā acchindatī”ti?
pli-tv-bi-vb-np3:1.15	“Saccaṁ, bhagavā”ti.
pli-tv-bi-vb-np3:1.16	Vigarahi buddho bhagavā …pe…
pli-tv-bi-vb-np3:1.17	kathañhi nāma, bhikkhave, thullanandā bhikkhunī bhikkhuniyā saddhiṁ cīvaraṁ parivattetvā acchindissati.
pli-tv-bi-vb-np3:1.18	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…
pli-tv-bi-vb-np3:1.19	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—
pli-tv-bi-vb-np3:1.20.1	“Yā pana bhikkhunī bhikkhuniyā saddhiṁ cīvaraṁ parivattetvā sā pacchā evaṁ vadeyya—‘handāyye, tuyhaṁ cīvaraṁ āhara, metaṁ cīvaraṁ, yaṁ tuyhaṁ tuyhamevetaṁ, yaṁ mayhaṁ mayhamevetaṁ, āhara metaṁ, sakaṁ paccāharā’ti acchindeyya vā acchindāpeyya vā, nissaggiyaṁ pācittiyan”ti.
pli-tv-bi-vb-np3:2.1.1	Yā panāti
pli-tv-bi-vb-np3:2.1.2	yā yādisā …pe…
pli-tv-bi-vb-np3:2.1.3	bhikkhunīti
pli-tv-bi-vb-np3:2.1.4	…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.
pli-tv-bi-vb-np3:2.1.5	Bhikkhuniyā saddhinti
pli-tv-bi-vb-np3:2.1.6	aññāya bhikkhuniyā saddhiṁ.
pli-tv-bi-vb-np3:2.1.7	Cīvaraṁ nāma
pli-tv-bi-vb-np3:2.1.8	channaṁ cīvarānaṁ aññataraṁ cīvaraṁ vikappanupagaṁ pacchimaṁ.
pli-tv-bi-vb-np3:2.1.9	Parivattetvāti
pli-tv-bi-vb-np3:2.1.10	parittena vā vipulaṁ, vipulena vā parittaṁ.
pli-tv-bi-vb-np3:2.1.11	Acchindeyyāti
pli-tv-bi-vb-np3:2.1.12	sayaṁ acchindati nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np3:2.1.13	Acchindāpeyyāti
pli-tv-bi-vb-np3:2.1.14	aññaṁ āṇāpeti, āpatti dukkaṭassa.
pli-tv-bi-vb-np3:2.1.15	Sakiṁ āṇattā bahukampi acchindati, nissaggiyaṁ hoti.
pli-tv-bi-vb-np3:2.1.16	Nissajjitabbaṁ saṅghassa vā gaṇassa vā ekabhikkhuniyā vā.
pli-tv-bi-vb-np3:2.1.17	Evañca pana, bhikkhave, nissajjitabbaṁ.
pli-tv-bi-vb-np3:2.1.18	…pe…
pli-tv-bi-vb-np3:2.1.19	“idaṁ me, ayye, cīvaraṁ bhikkhuniyā saddhiṁ parivattetvā acchinnaṁ nissaggiyaṁ, imāhaṁ saṅghassa nissajjāmī”ti …pe…
pli-tv-bi-vb-np3:2.1.20	dadeyyā”ti …pe…
pli-tv-bi-vb-np3:2.1.21	dadeyyun”ti …pe…
pli-tv-bi-vb-np3:2.1.22	ayyāya dammī”ti.
pli-tv-bi-vb-np3:2.2.1	Upasampannāya upasampannasaññā cīvaraṁ parivattetvā acchindati vā acchindāpeti vā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np3:2.2.2	Upasampannāya vematikā cīvaraṁ parivattetvā acchindati vā acchindāpeti vā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np3:2.2.3	Upasampannāya anupasampannasaññā cīvaraṁ parivattetvā acchindati vā acchindāpeti vā, nissaggiyaṁ pācittiyaṁ.
pli-tv-bi-vb-np3:2.2.4	Aññaṁ parikkhāraṁ parivattetvā acchindati vā acchindāpeti vā, āpatti dukkaṭassa.
pli-tv-bi-vb-np3:2.2.5	Anupasampannāya saddhiṁ cīvaraṁ vā aññaṁ vā parikkhāraṁ parivattetvā acchindati vā acchindāpeti vā, āpatti dukkaṭassa.
pli-tv-bi-vb-np3:2.2.6	Anupasampannāya upasampannasaññā, āpatti dukkaṭassa.
pli-tv-bi-vb-np3:2.2.7	Anupasampannāya vematikā, āpatti dukkaṭassa.
pli-tv-bi-vb-np3:2.2.8	Anupasampannāya anupasampannasaññā, āpatti dukkaṭassa.
pli-tv-bi-vb-np3:2.3.1	Anāpatti—
pli-tv-bi-vb-np3:2.3.2	sā vā deti,
pli-tv-bi-vb-np3:2.3.3	tassā vā vissasantī gaṇhāti,
pli-tv-bi-vb-np3:2.3.4	ummattikāya,
pli-tv-bi-vb-np3:2.3.5	ādikammikāyāti.
pli-tv-bi-vb-np3:2.3.6	Tatiyasikkhāpadaṁ niṭṭhitaṁ.
pli-tv-bi-vb-np4:0.1	Theravāda Vinaya
pli-tv-bi-vb-np4:0.2	Bhikkhunivibhaṅga
pli-tv-bi-vb-np4:0.3	Nissaggiyakaṇḍa
pli-tv-bi-vb-np4:0.4	Pattavagga
pli-tv-bi-vb-np4:0.5	4. Aññaviññāpanasikkhāpada
pli-tv-bi-vb-np4:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.
pli-tv-bi-vb-np4:1.2	Tena kho pana samayena thullanandā bhikkhunī gilānā hoti.
pli-tv-bi-vb-np4:1.3	Atha kho aññataro upāsako yena thullanandā bhikkhunī tenupasaṅkami; upasaṅkamitvā thullanandaṁ bhikkhuniṁ etadavoca—
pli-tv-bi-vb-np4:1.4	“kiṁ te, ayye, aphāsu, kiṁ āharīyatū”ti?
pli-tv-bi-vb-np4:1.5	“Sappinā me, āvuso, attho”ti.
pli-tv-bi-vb-np4:1.6	Atha kho so upāsako aññatarassa āpaṇikassa gharā kahāpaṇassa sappiṁ āharitvā thullanandāya bhikkhuniyā adāsi.
pli-tv-bi-vb-np4:1.7	Thullanandā bhikkhunī evamāha—
pli-tv-bi-vb-np4:1.8	“na me, āvuso, sappinā attho;
pli-tv-bi-vb-np4:1.9	telena me attho”ti.
pli-tv-bi-vb-np4:1.10	Atha kho so upāsako yena so āpaṇiko tenupasaṅkami; upasaṅkamitvā taṁ āpaṇikaṁ etadavoca—
pli-tv-bi-vb-np4:1.11	“na kirāyyo, ayyāya sappinā attho, telena attho.
pli-tv-bi-vb-np4:1.12	Handa te sappiṁ, telaṁ me dehī”ti.
pli-tv-bi-vb-np4:1.13	“Sace mayaṁ, ayyo, vikkītaṁ bhaṇḍaṁ puna ādiyissāma, kadā amhākaṁ bhaṇḍaṁ vikkāyissati;
pli-tv-bi-vb-np4:1.14	sappissa kayena sappi haṭaṁ, telassa kayaṁ āhara, telaṁ harissasī”ti.
pli-tv-bi-vb-np4:1.15	Atha kho so upāsako ujjhāyati khiyyati vipāceti—
pli-tv-bi-vb-np4:1.16	“kathañhi nāma ayyā thullanandā aññaṁ viññāpetvā aññaṁ viññāpessatī”ti.
