segment_id	segment_text
pli-tv-kd1:3.4.2	sutadhammassa passato;
pli-tv-kd1:3.4.3	Abyāpajjaṁ sukhaṁ loke,
pli-tv-kd1:3.4.4	pāṇabhūtesu saṁyamo.
pli-tv-kd1:3.4.5	Sukhā virāgatā loke,
pli-tv-kd1:3.4.6	kāmānaṁ samatikkamo;
pli-tv-kd1:3.4.7	Asmimānassa yo vinayo,
pli-tv-kd1:3.4.8	etaṁ ve paramaṁ sukhan”ti.
pli-tv-kd1:3.4.9	Mucalindakathā niṭṭhitā.
pli-tv-kd1:4.1.0	4. Rājāyatanakathā
pli-tv-kd1:4.1.1	Atha kho bhagavā sattāhassa accayena tamhā samādhimhā vuṭṭhahitvā mucalindamūlā yena rājāyatanaṁ tenupasaṅkami, upasaṅkamitvā rājāyatanamūle sattāhaṁ ekapallaṅkena nisīdi vimuttisukhapaṭisaṁvedī.
pli-tv-kd1:4.2.1	Tena kho pana samayena tapussa bhallikā vāṇijā ukkalā taṁ desaṁ addhānamaggappaṭipannā honti.
pli-tv-kd1:4.2.2	Atha kho tapussabhallikānaṁ vāṇijānaṁ ñātisālohitā devatā tapussabhallike vāṇije etadavoca—
pli-tv-kd1:4.2.3	“ayaṁ, mārisā, bhagavā rājāyatanamūle viharati paṭhamābhisambuddho;
pli-tv-kd1:4.2.4	gacchatha taṁ bhagavantaṁ manthena ca madhupiṇḍikāya ca patimānetha;
pli-tv-kd1:4.2.5	taṁ vo bhavissati dīgharattaṁ hitāya sukhāyā”ti.
pli-tv-kd1:4.3.1	Atha kho tapussabhallikā vāṇijā manthañca madhupiṇḍikañca ādāya yena bhagavā tenupasaṅkamiṁsu, upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ aṭṭhaṁsu.
pli-tv-kd1:4.3.2	Ekamantaṁ ṭhitā kho tapussabhallikā vāṇijā bhagavantaṁ etadavocuṁ—
pli-tv-kd1:4.3.3	“paṭiggaṇhātu no, bhante, bhagavā manthañca madhupiṇḍikañca, yaṁ amhākaṁ assa dīgharattaṁ hitāya sukhāyā”ti.
pli-tv-kd1:4.4.1	Atha kho bhagavato etadahosi—
pli-tv-kd1:4.4.2	“na kho tathāgatā hatthesu paṭiggaṇhanti.
pli-tv-kd1:4.4.3	Kimhi nu kho ahaṁ paṭiggaṇheyyaṁ manthañca madhupiṇḍikañcā”ti?
pli-tv-kd1:4.4.4	Atha kho cattāro mahārājāno bhagavato cetasā cetoparivitakkamaññāya catuddisā cattāro selamaye patte bhagavato upanāmesuṁ—
pli-tv-kd1:4.4.5	“idha, bhante, bhagavā paṭiggaṇhātu manthañca madhupiṇḍikañcā”ti.
pli-tv-kd1:4.4.6	Paṭiggahesi bhagavā paccagghe selamaye patte manthañca madhupiṇḍikañca, paṭiggahetvā paribhuñji.
pli-tv-kd1:4.5.1	Atha kho tapussabhallikā vāṇijā bhagavantaṁ onītapattapāṇiṁ viditvā bhagavato pādesu sirasā nipatitvā bhagavantaṁ etadavocuṁ—
pli-tv-kd1:4.5.2	“ete mayaṁ, bhante, bhagavantaṁ saraṇaṁ gacchāma dhammañca, upāsake no bhagavā dhāretu ajjatagge pāṇupete saraṇaṁ gate”ti.
pli-tv-kd1:4.5.3	Te ca loke paṭhamaṁ upāsakā ahesuṁ dvevācikā.
pli-tv-kd1:4.5.4	Rājāyatanakathā niṭṭhitā.
pli-tv-kd1:5.1.0	5. Brahmayācanakathā
pli-tv-kd1:5.1.1	Atha kho bhagavā sattāhassa accayena tamhā samādhimhā vuṭṭhahitvā rājāyatanamūlā yena ajapālanigrodho tenupasaṅkami.
pli-tv-kd1:5.1.2	Tatra sudaṁ bhagavā ajapālanigrodhamūle viharati.
pli-tv-kd1:5.2.1	Atha kho bhagavato rahogatassa paṭisallīnassa evaṁ cetaso parivitakko udapādi—
pli-tv-kd1:5.2.2	“adhigato kho myāyaṁ dhammo gambhīro duddaso duranubodho santo paṇīto atakkāvacaro nipuṇo paṇḍitavedanīyo.
pli-tv-kd1:5.2.3	Ālayarāmā kho panāyaṁ pajā ālayaratā ālayasammuditā.
pli-tv-kd1:5.2.4	Ālayarāmāya kho pana pajāya ālayaratāya ālayasammuditāya duddasaṁ idaṁ ṭhānaṁ yadidaṁ idappaccayatāpaṭiccasamuppādo;
pli-tv-kd1:5.2.5	idampi kho ṭhānaṁ sududdasaṁ yadidaṁ sabbasaṅkhārasamatho sabbūpadhipaṭinissaggo taṇhākkhayo virāgo nirodho nibbānaṁ.
pli-tv-kd1:5.2.6	Ahañceva kho pana dhammaṁ deseyyaṁ, pare ca me na ājāneyyuṁ, so mamassa kilamatho, sā mamassa vihesā”ti.
pli-tv-kd1:5.3.1	Apissu bhagavantaṁ imā anacchariyā gāthāyo paṭibhaṁsu pubbe assutapubbā—
pli-tv-kd1:5.3.2	“Kicchena me adhigataṁ,
pli-tv-kd1:5.3.3	halaṁ dāni pakāsituṁ;
pli-tv-kd1:5.3.4	Rāgadosaparetehi,
pli-tv-kd1:5.3.5	nāyaṁ dhammo susambudho.
pli-tv-kd1:5.3.6	Paṭisotagāmiṁ nipuṇaṁ,
pli-tv-kd1:5.3.7	gambhīraṁ duddasaṁ aṇuṁ;
pli-tv-kd1:5.3.8	Rāgarattā na dakkhanti,
pli-tv-kd1:5.3.9	tamokhandhena āvuṭā”ti.
pli-tv-kd1:5.4.1	Itiha bhagavato paṭisañcikkhato appossukkatāya cittaṁ namati, no dhammadesanāya.
pli-tv-kd1:5.4.2	Atha kho brahmuno sahampatissa bhagavato cetasā cetoparivitakkamaññāya etadahosi—
pli-tv-kd1:5.4.3	“nassati vata bho loko, vinassati vata bho loko, yatra hi nāma tathāgatassa arahato sammāsambuddhassa appossukkatāya cittaṁ namati, no dhammadesanāyā”ti.
pli-tv-kd1:5.5.1	Atha kho brahmā sahampati—seyyathāpi nāma balavā puriso samiñjitaṁ vā bāhaṁ pasāreyya, pasāritaṁ vā bāhaṁ samiñjeyya; evameva—brahmaloke antarahito bhagavato purato pāturahosi.
pli-tv-kd1:5.6.1	Atha kho brahmā sahampati ekaṁsaṁ uttarāsaṅgaṁ karitvā dakkhiṇajāṇumaṇḍalaṁ pathaviyaṁ nihantvā yena bhagavā tenañjaliṁ paṇāmetvā bhagavantaṁ etadavoca—
pli-tv-kd1:5.6.2	“desetu, bhante, bhagavā dhammaṁ, desetu sugato dhammaṁ.
pli-tv-kd1:5.6.3	Santi sattā apparajakkhajātikā, assavanatā dhammassa parihāyanti, bhavissanti dhammassa aññātāro”ti.
pli-tv-kd1:5.7.1	Idamavoca brahmā sahampati, idaṁ vatvāna athāparaṁ etadavoca—
pli-tv-kd1:5.7.2	“Pāturahosi magadhesu pubbe,
pli-tv-kd1:5.7.3	Dhammo asuddho samalehi cintito;
pli-tv-kd1:5.7.4	Apāpuretaṁ amatassa dvāraṁ,
pli-tv-kd1:5.7.5	Suṇantu dhammaṁ vimalenānubuddhaṁ.
pli-tv-kd1:5.7.6	Sele yathā pabbatamuddhaniṭṭhito,
pli-tv-kd1:5.7.7	Yathāpi passe janataṁ samantato;
pli-tv-kd1:5.7.8	Tathūpamaṁ dhammamayaṁ sumedha,
pli-tv-kd1:5.7.9	Pāsādamāruyha samantacakkhu;
pli-tv-kd1:5.7.10	Sokāvatiṇṇaṁ janatamapetasoko,
pli-tv-kd1:5.7.11	Avekkhassu jātijarābhibhūtaṁ.
pli-tv-kd1:5.7.12	Uṭṭhehi vīra vijitasaṅgāma,
pli-tv-kd1:5.7.13	Satthavāha aṇaṇa vicara loke;
pli-tv-kd1:5.7.14	Desassu bhagavā dhammaṁ,
pli-tv-kd1:5.7.15	Aññātāro bhavissantī”ti.
pli-tv-kd1:5.8.1	Evaṁ vutte, bhagavā brahmānaṁ sahampatiṁ etadavoca—
pli-tv-kd1:5.8.2	“mayhampi kho, brahme, etadahosi—
pli-tv-kd1:5.8.3	‘adhigato kho myāyaṁ dhammo gambhīro duddaso duranubodho santo paṇīto atakkāvacaro nipuṇo paṇḍitavedanīyo.
pli-tv-kd1:5.8.4	Ālayarāmā kho panāyaṁ pajā ālayaratā ālayasammuditā.
pli-tv-kd1:5.8.5	Ālayarāmāya kho pana pajāya ālayaratāya ālayasammuditāya duddasaṁ idaṁ ṭhānaṁ yadidaṁ idappaccayatāpaṭiccasamuppādo;
pli-tv-kd1:5.8.6	idampi kho ṭhānaṁ sududdasaṁ yadidaṁ sabbasaṅkhārasamatho sabbūpadhipaṭinissaggo taṇhākkhayo virāgo nirodho nibbānaṁ.
pli-tv-kd1:5.8.7	Ahañceva kho pana dhammaṁ deseyyaṁ, pare ca me na ājāneyyuṁ, so mamassa kilamatho, sā mamassa vihesā’ti.
pli-tv-kd1:5.8.8	Apissu maṁ, brahme, imā anacchariyā gāthāyo paṭibhaṁsu pubbe assutapubbā—
pli-tv-kd1:5.8.9	‘Kicchena me adhigataṁ,
pli-tv-kd1:5.8.10	halaṁ dāni pakāsituṁ;
pli-tv-kd1:5.8.11	Rāgadosaparetehi,
pli-tv-kd1:5.8.12	nāyaṁ dhammo susambudho.
pli-tv-kd1:5.8.13	Paṭisotagāmiṁ nipuṇaṁ,
pli-tv-kd1:5.8.14	gambhīraṁ duddasaṁ aṇuṁ;
pli-tv-kd1:5.8.15	Rāgarattā na dakkhanti,
pli-tv-kd1:5.8.16	tamokhandhena āvuṭā’ti.
pli-tv-kd1:5.8.17	Itiha me, brahme, paṭisañcikkhato appossukkatāya cittaṁ namati no dhammadesanāyā”ti.
pli-tv-kd1:5.9.1	Dutiyampi kho brahmā sahampati bhagavantaṁ etadavoca—
pli-tv-kd1:5.9.2	“desetu, bhante, bhagavā dhammaṁ, desetu sugato dhammaṁ;
pli-tv-kd1:5.9.3	santi sattā apparajakkhajātikā, assavanatā dhammassa parihāyanti, bhavissanti dhammassa aññātāro”ti.
pli-tv-kd1:5.9.4	Idamavoca brahmā sahampati, idaṁ vatvāna athāparaṁ etadavoca—
pli-tv-kd1:5.9.5	“Pāturahosi magadhesu pubbe,
pli-tv-kd1:5.9.6	Dhammo asuddho samalehi cintito;
pli-tv-kd1:5.9.7	Apāpuretaṁ amatassa dvāraṁ,
pli-tv-kd1:5.9.8	Suṇantu dhammaṁ vimalenānubuddhaṁ.
pli-tv-kd1:5.9.9	Sele yathā pabbatamuddhaniṭṭhito,
pli-tv-kd1:5.9.10	Yathāpi passe janataṁ samantato;
pli-tv-kd1:5.9.11	Tathūpamaṁ dhammamayaṁ sumedha,
pli-tv-kd1:5.9.12	Pāsādamāruyha samantacakkhu;
pli-tv-kd1:5.9.13	Sokāvatiṇṇaṁ janatamapetasoko,
pli-tv-kd1:5.9.14	Avekkhassu jātijarābhibhūtaṁ.
pli-tv-kd1:5.9.15	Uṭṭhehi vīra vijitasaṅgāma,
pli-tv-kd1:5.9.16	Satthavāha aṇaṇa vicara loke;
pli-tv-kd1:5.9.17	Desassu bhagavā dhammaṁ,
pli-tv-kd1:5.9.18	Aññātāro bhavissantī”ti.
pli-tv-kd1:5.9.19	Dutiyampi kho bhagavā brahmānaṁ sahampatiṁ etadavoca—
pli-tv-kd1:5.9.20	“mayhampi kho, brahme, etadahosi—
pli-tv-kd1:5.9.21	‘adhigato kho myāyaṁ dhammo gambhīro duddaso duranubodho santo paṇīto atakkāvacaro nipuṇo paṇḍitavedanīyo.
pli-tv-kd1:5.9.22	Ālayarāmā kho panāyaṁ pajā ālayaratā ālayasammuditā.
pli-tv-kd1:5.9.23	Ālayarāmāya kho pana pajāya ālayaratāya ālayasammuditāya duddasaṁ idaṁ ṭhānaṁ yadidaṁ idappaccayatāpaṭiccasamuppādo;
pli-tv-kd1:5.9.24	idampi kho ṭhānaṁ sududdasaṁ yadidaṁ sabbasaṅkhārasamatho sabbūpadhipaṭinissaggo taṇhākkhayo virāgo nirodho nibbānaṁ.
pli-tv-kd1:5.9.25	Ahañceva kho pana dhammaṁ deseyyaṁ, pare ca me na ājāneyyuṁ, so mamassa kilamatho, sā mamassa vihesā’ti.
pli-tv-kd1:5.9.26	Apissu maṁ, brahme, imā anacchariyā gāthāyo paṭibhaṁsu pubbe assutapubbā—
pli-tv-kd1:5.9.27	‘Kicchena me adhigataṁ,
pli-tv-kd1:5.9.28	halaṁ dāni pakāsituṁ;
pli-tv-kd1:5.9.29	Rāgadosaparetehi,
pli-tv-kd1:5.9.30	nāyaṁ dhammo susambudho.
pli-tv-kd1:5.9.31	Paṭisotagāmiṁ nipuṇaṁ,
pli-tv-kd1:5.9.32	gambhīraṁ duddasaṁ aṇuṁ;
pli-tv-kd1:5.9.33	Rāgarattā na dakkhanti,
pli-tv-kd1:5.9.34	tamokhandhena āvuṭā’ti.
pli-tv-kd1:5.9.35	Itiha me, brahme, paṭisañcikkhato appossukkatāya cittaṁ namati, no dhammadesanāyā”ti.
pli-tv-kd1:5.9.36	Tatiyampi kho brahmā sahampati bhagavantaṁ etadavoca—
pli-tv-kd1:5.9.37	“desetu, bhante, bhagavā dhammaṁ, desetu sugato dhammaṁ.
pli-tv-kd1:5.9.38	Santi sattā apparajakkhajātikā, assavanatā dhammassa parihāyanti, bhavissanti dhammassa aññātāro”ti.
pli-tv-kd1:5.9.39	Idamavoca brahmā sahampati, idaṁ vatvāna athāparaṁ etadavoca—
pli-tv-kd1:5.9.40	“Pāturahosi magadhesu pubbe,
pli-tv-kd1:5.9.41	Dhammo asuddho samalehi cintito;
pli-tv-kd1:5.9.42	Apāpuretaṁ amatassa dvāraṁ,
pli-tv-kd1:5.9.43	Suṇantu dhammaṁ vimalenānubuddhaṁ.
pli-tv-kd1:5.9.44	Sele yathā pabbatamuddhaniṭṭhito,
pli-tv-kd1:5.9.45	Yathāpi passe janataṁ samantato;
pli-tv-kd1:5.9.46	Tathūpamaṁ dhammamayaṁ sumedha,
pli-tv-kd1:5.9.47	Pāsādamāruyha samantacakkhu;
pli-tv-kd1:5.9.48	Sokāvatiṇṇaṁ janatamapetasoko,
pli-tv-kd1:5.9.49	Avekkhassu jātijarābhibhūtaṁ.
pli-tv-kd1:5.9.50	Uṭṭhehi vīra vijitasaṅgāma,
pli-tv-kd1:5.9.51	Satthavāha aṇaṇa vicara loke;
pli-tv-kd1:5.9.52	Desassu bhagavā dhammaṁ,
pli-tv-kd1:5.9.53	Aññātāro bhavissantī”ti.
pli-tv-kd1:5.10.1	Atha kho bhagavā brahmuno ca ajjhesanaṁ viditvā sattesu ca kāruññataṁ paṭicca buddhacakkhunā lokaṁ volokesi.
pli-tv-kd1:5.11.1	Addasā kho bhagavā buddhacakkhunā lokaṁ volokento satte apparajakkhe mahārajakkhe tikkhindriye mudindriye svākāre dvākāre suviññāpaye duviññāpaye, appekacce paralokavajjabhayadassāvine viharante, appekacce na paralokavajjabhayadassāvine viharante.
pli-tv-kd1:5.11.2	Seyyathāpi nāma uppaliniyaṁ vā paduminiyaṁ vā puṇḍarīkiniyaṁ vā appekaccāni uppalāni vā padumāni vā puṇḍarīkāni vā udake jātāni udake saṁvaḍḍhāni udakānuggatāni anto nimuggaposīni, appekaccāni uppalāni vā padumāni vā puṇḍarīkāni vā udake jātāni udake saṁvaḍḍhāni samodakaṁ ṭhitāni, appekaccāni uppalāni vā padumāni vā puṇḍarīkāni vā udake jātāni udake saṁvaḍḍhāni udakaṁ accuggamma ṭhitāni anupalittāni udakena;
pli-tv-kd1:5.11.3	evamevaṁ bhagavā buddhacakkhunā lokaṁ volokento addasa satte apparajakkhe mahārajakkhe tikkhindriye mudindriye svākāre dvākāre suviññāpaye duviññāpaye, appekacce paralokavajjabhayadassāvine viharante, appekacce na paralokavajjabhayadassāvine viharante;
pli-tv-kd1:5.12.1	disvāna brahmānaṁ sahampatiṁ gāthāya paccabhāsi—
pli-tv-kd1:5.12.2	“Apārutā tesaṁ amatassa dvārā,
pli-tv-kd1:5.12.3	Ye sotavanto pamuñcantu saddhaṁ;
pli-tv-kd1:5.12.4	Vihiṁsasaññī paguṇaṁ na bhāsiṁ,
pli-tv-kd1:5.12.5	Dhammaṁ paṇītaṁ manujesu brahme”ti.
pli-tv-kd1:5.13.1	Atha kho brahmā sahampati—
pli-tv-kd1:5.13.2	“katāvakāso khomhi bhagavatā dhammadesanāyā”ti bhagavantaṁ abhivādetvā padakkhiṇaṁ katvā tatthevantaradhāyi.
pli-tv-kd1:5.13.3	Brahmayācanakathā niṭṭhitā.
pli-tv-kd1:6.1.0	6. Pañcavaggiyakathā
pli-tv-kd1:6.1.1	Atha kho bhagavato etadahosi—
pli-tv-kd1:6.1.2	“kassa nu kho ahaṁ paṭhamaṁ dhammaṁ deseyyaṁ?
pli-tv-kd1:6.1.3	Ko imaṁ dhammaṁ khippameva ājānissatī”ti?
pli-tv-kd1:6.1.4	Atha kho bhagavato etadahosi—
pli-tv-kd1:6.1.5	“ayaṁ kho āḷāro kālāmo paṇḍito byatto medhāvī dīgharattaṁ apparajakkhajātiko;
pli-tv-kd1:6.1.6	yannūnāhaṁ āḷārassa kālāmassa paṭhamaṁ dhammaṁ deseyyaṁ, so imaṁ dhammaṁ khippameva ājānissatī”ti.
pli-tv-kd1:6.2.1	Atha kho antarahitā devatā bhagavato ārocesi—“sattāhakālaṅkato, bhante, āḷāro kālāmo”ti.
pli-tv-kd1:6.2.2	Bhagavatopi kho ñāṇaṁ udapādi—“sattāhakālaṅkato āḷāro kālāmo”ti.
pli-tv-kd1:6.2.3	Atha kho bhagavato etadahosi—
pli-tv-kd1:6.2.4	“mahājāniyo kho āḷāro kālāmo;
pli-tv-kd1:6.2.5	sace hi so imaṁ dhammaṁ suṇeyya, khippameva ājāneyyā”ti.
pli-tv-kd1:6.3.1	Atha kho bhagavato etadahosi—
pli-tv-kd1:6.3.2	“kassa nu kho ahaṁ paṭhamaṁ dhammaṁ deseyyaṁ?
pli-tv-kd1:6.3.3	Ko imaṁ dhammaṁ khippameva ājānissatī”ti?
pli-tv-kd1:6.3.4	Atha kho bhagavato etadahosi—
pli-tv-kd1:6.3.5	“ayaṁ kho udako rāmaputto paṇḍito byatto medhāvī dīgharattaṁ apparajakkhajātiko;
pli-tv-kd1:6.3.6	yannūnāhaṁ udakassa rāmaputtassa paṭhamaṁ dhammaṁ deseyyaṁ, so imaṁ dhammaṁ khippameva ājānissatī”ti.
pli-tv-kd1:6.4.1	Atha kho antarahitā devatā bhagavato ārocesi—“abhidosakālaṅkato, bhante, udako rāmaputto”ti.
pli-tv-kd1:6.4.2	Bhagavatopi kho ñāṇaṁ udapādi—“abhidosakālaṅkato udako rāmaputto”ti.
pli-tv-kd1:6.4.3	Atha kho bhagavato etadahosi—
pli-tv-kd1:6.4.4	“mahājāniyo kho udako rāmaputto;
pli-tv-kd1:6.4.5	sace hi so imaṁ dhammaṁ suṇeyya, khippameva ājāneyyā”ti.
pli-tv-kd1:6.5.1	Atha kho bhagavato etadahosi—
pli-tv-kd1:6.5.2	“kassa nu kho ahaṁ paṭhamaṁ dhammaṁ deseyyaṁ?
pli-tv-kd1:6.5.3	Ko imaṁ dhammaṁ khippameva ājānissatī”ti?
pli-tv-kd1:6.5.4	Atha kho bhagavato etadahosi—
pli-tv-kd1:6.5.5	“bahukārā kho me pañcavaggiyā bhikkhū, ye maṁ padhānapahitattaṁ upaṭṭhahiṁsu;
pli-tv-kd1:6.6.1	yannūnāhaṁ pañcavaggiyānaṁ bhikkhūnaṁ paṭhamaṁ dhammaṁ deseyyan”ti.
pli-tv-kd1:6.6.2	Atha kho bhagavato etadahosi—
pli-tv-kd1:6.6.3	“kahaṁ nu kho etarahi pañcavaggiyā bhikkhū viharantī”ti?
pli-tv-kd1:6.6.4	Addasā kho bhagavā dibbena cakkhunā visuddhena atikkantamānusakena pañcavaggiye bhikkhū bārāṇasiyaṁ viharante isipatane migadāye.
pli-tv-kd1:6.6.5	Atha kho bhagavā uruvelāyaṁ yathābhirantaṁ viharitvā yena bārāṇasī tena cārikaṁ pakkāmi.
pli-tv-kd1:6.7.1	Addasā kho upako ājīvako bhagavantaṁ antarā ca gayaṁ antarā ca bodhiṁ addhānamaggappaṭipannaṁ, disvāna bhagavantaṁ etadavoca—
pli-tv-kd1:6.7.2	“vippasannāni kho te, āvuso, indriyāni, parisuddho chavivaṇṇo pariyodāto.
pli-tv-kd1:6.7.3	Kaṁsi tvaṁ, āvuso, uddissa pabbajito?
pli-tv-kd1:6.7.4	Ko vā te satthā?
pli-tv-kd1:6.7.5	Kassa vā tvaṁ dhammaṁ rocesī”ti?
